year,fempgr_gr,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1993,a) -2,0,0,0,1397496,0,0.000,490262,200.000,0,0,0,0.000,0.000,2794991,2794991,0,200.000,200.000,-2794991,-200.000,0.000,386320,398424,2316616
1993,b) (-2 to -0.8],143056,155532,644795,1564419,439,0.276,7982,5.011,16939,3852,13087,0.246,1.083,1867935,184507,1683428,11.794,119.401,-1850996,-118.318,2.166,0,0,0
1993,c) (-0.8 to -0.2],644597,746661,6624001,8165721,5609,0.746,15038,2.001,167265,64032,103233,0.784,2.048,3256054,282278,2973776,3.457,39.875,-3088789,-37.826,4.097,0,0,0
1993,d) (-0.2 to -0.01],343241,734604,25692769,26696705,24720,3.334,38531,5.196,1565935,517090,1048845,1.937,5.866,3567243,710795,2856448,2.662,13.362,-2001308,-7.496,11.731,0,0,0
1993,e) (-0.01 to 0.01),1521997,1632411,11361182,11359268,4781,0.293,4170,0.255,293893,78455,215438,0.691,2.587,290416,60739,229677,0.535,2.557,3477,0.031,5.113,0,0,0
1993,f) [0.01 to 0.2),395995,808780,29528080,28388263,32292,4.023,20085,2.502,3553050,716396,2836654,2.524,12.516,1269992,349457,920535,1.231,4.474,2283058,8.042,8.947,0,0,0
1993,g) [0.2 to 0.8),733493,876321,13683089,11585727,18906,2.173,6141,0.706,4452706,448634,4004072,3.872,38.433,243591,74491,169100,0.643,2.103,4209115,36.330,4.205,0,0,0
1993,h) [0.8 to 2),157061,167060,2637525,1657566,2677,1.613,438,0.264,1982845,100752,1882093,6.078,119.624,8309,3379,4930,0.204,0.501,1974536,119.123,1.003,0,0,0
1993,i) 2,555885,560729,2926828,1463414,560729,200.000,0,0.000,2926828,2926828,0,200.000,200.000,0,0,0,0.000,0.000,2926828,200.000,0.000,0,0,0
1994,a) -2,0,0,0,1458481,0,0.000,501810,200.000,0,0,0,0.000,0.000,2916962,2916962,0,200.000,200.000,-2916962,-200.000,0.000,398829,410734,2473855
1994,b) (-2 to -0.8],159175,168102,602409,1521307,591,0.345,7066,4.124,8856,4728,4128,0.311,0.582,1860541,108714,1751827,7.146,122.299,-1851685,-121.717,1.164,0,0,0
1994,c) (-0.8 to -0.2],649743,731709,6313751,7742912,5464,0.743,12812,1.742,171615,76284,95331,0.985,2.216,3041667,282289,2759378,3.646,39.283,-2870052,-37.067,4.433,0,0,0
1994,d) (-0.2 to -0.01],342132,687049,23993156,24977226,23081,3.350,26901,3.905,1288669,496605,792064,1.988,5.159,3254359,646727,2607632,2.589,13.029,-1965690,-7.870,10.319,0,0,0
1994,e) (-0.01 to 0.01),1534485,1668397,12151603,12151382,7698,0.462,5081,0.305,383080,126760,256320,1.043,3.153,379549,98580,280969,0.811,3.124,3531,0.029,6.247,0,0,0
1994,f) [0.01 to 0.2),416850,897078,33076338,31776052,42104,4.753,19754,2.230,3932741,880009,3052732,2.769,12.376,1329897,367541,962356,1.157,4.185,2602844,8.191,8.370,0,0,0
1994,g) [0.2 to 0.8),760986,911042,14063946,11863176,29557,3.285,6915,0.769,4702830,637206,4065624,5.371,39.642,290776,103538,187238,0.873,2.451,4412054,37.191,4.902,0,0,0
1994,h) [0.8 to 2),148282,158369,2423385,1537452,4112,2.627,380,0.243,1792249,126656,1665593,8.238,116.573,7579,3328,4251,0.216,0.493,1784670,116.080,0.986,0,0,0
1994,i) 2,563408,569449,3020027,1510014,569449,200.000,0,0.000,3020027,3020027,0,200.000,200.000,0,0,0,0.000,0.000,3020027,200.000,0.000,0,0,0
1995,a) -2,0,0,0,1430274,0,0.000,499765,200.000,0,0,0,0.000,0.000,2860548,2860548,0,200.000,200.000,-2860548,-200.000,0.000,398626,411668,2465275
1995,b) (-2 to -0.8],134980,142657,511039,1289969,409,0.281,6166,4.237,7808,4276,3532,0.331,0.605,1579152,130234,1448918,10.096,122.418,-1571344,-121.813,1.211,0,0,0
1995,c) (-0.8 to -0.2],631589,710717,6055044,7436656,5879,0.824,11031,1.546,160951,82001,78950,1.103,2.164,2936580,243744,2692836,3.278,39.488,-2775629,-37.324,4.329,0,0,0
1995,d) (-0.2 to -0.01],344623,699073,23752081,24687155,26119,3.732,27830,3.976,1222554,476955,745599,1.932,4.952,3091193,573824,2517369,2.324,12.521,-1868639,-7.569,9.904,0,0,0
1995,e) (-0.01 to 0.01),1595407,1732639,12365067,12364261,6933,0.400,5030,0.290,337938,98043,239895,0.793,2.733,335619,80055,255564,0.647,2.714,2319,0.019,5.429,0,0,0
1995,f) [0.01 to 0.2),435844,941965,35505256,34085346,43110,4.634,19587,2.106,4288677,1011770,3276907,2.968,12.582,1451053,348823,1102230,1.023,4.257,2837624,8.325,8.514,0,0,0
1995,g) [0.2 to 0.8),792311,938526,15164949,12814988,27051,2.917,4973,0.536,5021486,704480,4317006,5.497,39.184,310609,74672,235937,0.583,2.424,4710877,36.761,4.848,0,0,0
1995,h) [0.8 to 2),153404,163723,2497246,1586983,4370,2.702,362,0.224,1845268,144695,1700573,9.118,116.275,11824,4717,7107,0.297,0.745,1833444,115.530,1.490,0,0,0
1995,i) 2,585623,592397,3157201,1578601,592397,200.000,0,0.000,3157201,3157201,0,200.000,200.000,0,0,0,0.000,0.000,3157201,200.000,0.000,0,0,0
1996,a) -2,0,0,0,1538968,0,0.000,522351,200.000,0,0,0,0.000,0.000,3077935,3077935,0,200.000,200.000,-3077935,-200.000,0.000,416571,429214,2630186
1996,b) (-2 to -0.8],138544,148270,558114,1419914,476,0.314,7272,4.795,10028,7613,2415,0.536,0.706,1748067,144442,1603625,10.173,123.111,-1738039,-122.405,1.412,0,0,0
1996,c) (-0.8 to -0.2],664799,765506,7034063,8638557,6234,0.812,10916,1.422,181799,79834,101965,0.924,2.105,3399177,241289,3157888,2.793,39.349,-3217378,-37.244,4.209,0,0,0
1996,d) (-0.2 to -0.01],369428,743123,26477685,27524695,24382,3.274,27602,3.706,1411744,534283,877461,1.941,5.129,3503910,617158,2886752,2.242,12.730,-2092166,-7.601,10.258,0,0,0
1996,e) (-0.01 to 0.01),1637611,1800271,12763935,12766678,9311,0.517,8294,0.461,426347,151049,275298,1.183,3.340,431141,120813,310328,0.946,3.377,-4794,-0.038,6.679,0,0,0
1996,f) [0.01 to 0.2),426181,905926,33657486,32350708,46590,5.227,17391,1.951,4115643,1065663,3049980,3.294,12.722,1500007,367879,1132128,1.137,4.637,2615636,8.085,9.273,0,0,0
1996,g) [0.2 to 0.8),757720,893643,13920656,11746216,25438,2.879,5105,0.578,4633001,617549,4015452,5.257,39.442,276759,77588,199171,0.661,2.356,4356242,37.086,4.712,0,0,0
1996,h) [0.8 to 2),147034,159512,2473467,1570304,5947,3.794,422,0.269,1831126,153356,1677770,9.766,116.610,10939,5326,5613,0.339,0.697,1820187,115.913,1.393,0,0,0
1996,i) 2,579963,582879,3150200,1575100,582879,200.000,0,0.000,3150200,3150200,0,200.000,200.000,0,0,0,0.000,0.000,3150200,200.000,0.000,0,0,0
1997,a) -2,0,0,0,1700511,0,0.000,543576,200.000,0,0,0,0.000,0.000,3401021,3401021,0,200.000,200.000,-3401021,-200.000,0.000,434202,449149,2913273
1997,b) (-2 to -0.8],135200,145762,629700,1553319,773,0.515,9584,6.382,13887,7875,6012,0.507,0.894,1876021,201100,1674921,12.946,120.775,-1862134,-119.881,1.788,0,0,0
1997,c) (-0.8 to -0.2],659635,783405,7837655,9568830,10872,1.376,24585,3.111,356184,167593,188591,1.751,3.722,3828594,465946,3362648,4.869,40.011,-3472410,-36.289,7.445,0,0,0
1997,d) (-0.2 to -0.01],364402,719505,23958700,24916525,26982,3.727,35700,4.932,1531039,544102,986937,2.184,6.145,3444680,781421,2663259,3.136,13.825,-1913641,-7.680,12.289,0,0,0
1997,e) (-0.01 to 0.01),1651097,1754440,11880970,11879933,6795,0.387,7602,0.433,463298,147498,315800,1.242,3.900,461613,126683,334930,1.066,3.886,1685,0.014,7.771,0,0,0
1997,f) [0.01 to 0.2),438419,932623,35791590,34415202,50331,5.457,29560,3.205,4775963,1225629,3550334,3.561,13.877,2021517,636678,1384839,1.850,5.874,2754446,8.004,11.748,0,0,0
1997,g) [0.2 to 0.8),790298,969719,16815450,14213222,37284,3.898,10708,1.120,5639586,857802,4781784,6.035,39.678,420813,150002,270811,1.055,2.961,5218773,36.718,5.921,0,0,0
1997,h) [0.8 to 2),154974,177613,3014408,1903359,11665,6.770,1049,0.609,2264744,312590,1952154,16.423,118.987,29572,10347,19225,0.544,1.554,2235172,117.433,3.107,0,0,0
1997,i) 2,582163,592243,3168498,1584249,592243,200.000,0,0.000,3168498,3168498,0,200.000,200.000,0,0,0,0.000,0.000,3168498,200.000,0.000,0,0,0
1998,a) -2,0,0,0,1539547,0,0.000,522331,200.000,0,0,0,0.000,0.000,3079094,3079094,0,200.000,200.000,-3079094,-200.000,0.000,400468,413211,2474989
1998,b) (-2 to -0.8],144122,154212,619243,1550441,484,0.308,6251,3.979,11746,4632,7114,0.299,0.758,1887018,133778,1753240,8.628,121.709,-1875272,-120.951,1.515,0,0,0
1998,c) (-0.8 to -0.2],684971,782076,7384679,9075959,6895,0.877,14665,1.866,196250,86282,109968,0.951,2.162,3593120,283873,3309247,3.128,39.589,-3396870,-37.427,4.325,0,0,0
1998,d) (-0.2 to -0.01],377589,730692,25263228,26290384,24877,3.398,27780,3.794,1315129,456733,858396,1.737,5.002,3369545,668474,2701071,2.543,12.817,-2054416,-7.814,10.005,0,0,0
1998,e) (-0.01 to 0.01),1693910,1818679,13001340,13003538,7647,0.421,6671,0.367,425978,151717,274261,1.167,3.276,429141,116182,312959,0.893,3.300,-3163,-0.024,6.552,0,0,0
1998,f) [0.01 to 0.2),444551,980717,38401059,36830974,55615,5.759,25722,2.663,5020747,1283094,3737653,3.484,13.632,1881738,544435,1337303,1.478,5.109,3139009,8.523,10.218,0,0,0
1998,g) [0.2 to 0.8),789425,983502,16903445,14294074,32242,3.318,8446,0.869,5621143,750742,4870401,5.252,39.325,400242,123116,277126,0.861,2.800,5220901,36.525,5.600,0,0,0
1998,h) [0.8 to 2),152991,167913,2927538,1850064,5140,3.104,500,0.302,2183453,209941,1973512,11.348,118.020,15340,5905,9435,0.319,0.829,2168113,117.191,1.658,0,0,0
1998,i) 2,565806,569398,3177390,1588695,569398,200.000,0,0.000,3177390,3177390,0,200.000,200.000,0,0,0,0.000,0.000,3177390,200.000,0.000,0,0,0
1999,a) -2,0,0,0,1695799,0,0.000,537195,200.000,0,0,0,0.000,0.000,3391598,3391598,0,200.000,200.000,-3391598,-200.000,0.000,408700,424002,2731114
1999,b) (-2 to -0.8],139632,155311,611329,1560319,1472,0.911,13839,8.569,15685,8760,6925,0.561,1.005,1928639,266436,1662203,17.076,123.605,-1912954,-122.600,2.010,0,0,0
1999,c) (-0.8 to -0.2],675016,789216,8280325,10129881,7987,1.005,19539,2.458,336302,154771,181531,1.528,3.320,4048331,525688,3522643,5.189,39.964,-3712029,-36.644,6.640,0,0,0
1999,d) (-0.2 to -0.01],388585,745749,25744869,26812371,24236,3.243,27626,3.696,1414959,512398,902561,1.911,5.277,3555062,692927,2862135,2.584,13.259,-2140103,-7.982,10.555,0,0,0
1999,e) (-0.01 to 0.01),1728377,1880203,14197743,14198409,7552,0.402,5492,0.292,481389,156521,324868,1.102,3.390,482046,121735,360311,0.857,3.395,-657,-0.005,6.781,0,0,0
1999,f) [0.01 to 0.2),462739,1007616,38700403,37202431,57167,5.771,23036,2.326,4839819,1160637,3679182,3.120,13.009,1852223,500473,1351750,1.345,4.979,2987596,8.031,9.958,0,0,0
1999,g) [0.2 to 0.8),789703,950824,16547407,13976400,33697,3.596,6328,0.675,5585015,947507,4637508,6.779,39.960,430452,119986,310466,0.858,3.080,5154563,36.880,6.160,0,0,0
1999,h) [0.8 to 2),151474,164695,2823282,1789822,6936,4.296,484,0.300,2113673,266068,1847605,14.866,118.094,35066,13913,21153,0.777,1.959,2078607,116.135,3.918,0,0,0
1999,i) 2,547394,552233,2892819,1446410,552233,200.000,0,0.000,2892819,2892819,0,200.000,200.000,0,0,0,0.000,0.000,2892819,200.000,0.000,0,0,0
2000,a) -2,0,0,0,1637993,0,0.000,538858,200.000,0,0,0,0.000,0.000,3275986,3275986,0,200.000,200.000,-3275986,-200.000,0.000,405054,420691,2584824
2000,b) (-2 to -0.8],133218,140766,544544,1409069,410,0.285,6573,4.569,8705,4587,4118,0.326,0.618,1749892,154256,1595636,10.947,124.188,-1741187,-123.570,1.236,0,0,0
2000,c) (-0.8 to -0.2],664279,762095,7948452,9715353,6633,0.865,16125,2.103,334853,135076,199777,1.390,3.447,3880663,528830,3351833,5.443,39.944,-3545810,-36.497,6.893,0,0,0
2000,d) (-0.2 to -0.01],385042,768282,25683377,26724729,27193,3.528,32151,4.171,1384603,485238,899365,1.816,5.181,3462869,647047,2815822,2.421,12.958,-2078266,-7.777,10.362,0,0,0
2000,e) (-0.01 to 0.01),1737759,1880556,13912927,13910639,5065,0.269,3571,0.190,345674,109238,236436,0.785,2.485,341715,68190,273525,0.490,2.457,3959,0.028,4.913,0,0,0
2000,f) [0.01 to 0.2),476402,1054707,41482277,39863809,58363,5.621,25517,2.458,5288796,1322143,3966653,3.317,13.267,2046442,561654,1484788,1.409,5.134,3242354,8.134,10.267,0,0,0
2000,g) [0.2 to 0.8),813566,984585,17914356,15139736,34271,3.532,5815,0.599,6016119,882507,5133612,5.829,39.737,460136,123133,337003,0.813,3.039,5555983,36.698,6.079,0,0,0
2000,h) [0.8 to 2),154779,166479,3121099,1966296,5369,3.275,330,0.201,2342643,252049,2090594,12.818,119.140,19223,6878,12345,0.350,0.978,2323420,118.162,1.955,0,0,0
2000,i) 2,537643,543489,2973945,1486973,543489,200.000,0,0.000,2973945,2973945,0,200.000,200.000,0,0,0,0.000,0.000,2973945,200.000,0.000,0,0,0
2001,a) -2,0,0,0,1786844,0,0.000,549777,200.000,0,0,0,0.000,0.000,3573687,3573687,0,200.000,200.000,-3573687,-200.000,0.000,408275,425798,2823695
2001,b) (-2 to -0.8],144982,155291,659293,1694807,761,0.480,7458,4.701,18915,11053,7862,0.652,1.116,2104549,269245,1835304,15.886,124.176,-2085634,-123.060,2.232,0,0,0
2001,c) (-0.8 to -0.2],709441,832517,9976121,12194333,11989,1.425,29257,3.478,588192,283087,305105,2.321,4.823,5032955,809502,4223453,6.638,41.273,-4444763,-36.449,9.647,0,0,0
2001,d) (-0.2 to -0.01],411547,835486,29427632,30663728,29551,3.528,33960,4.054,1687948,588902,1099046,1.921,5.505,4161190,806010,3355180,2.629,13.570,-2473242,-8.066,11.009,0,0,0
2001,e) (-0.01 to 0.01),1759175,1915960,13981057,13984970,8147,0.425,6700,0.350,420269,136916,283353,0.979,3.005,427280,123892,303388,0.886,3.055,-7011,-0.050,6.010,0,0,0
2001,f) [0.01 to 0.2),458524,994907,38581566,37077452,58151,5.942,25752,2.631,4827414,1312644,3514770,3.540,13.020,1820421,572266,1248155,1.543,4.910,3006993,8.110,9.820,0,0,0
2001,g) [0.2 to 0.8),757830,903086,15367096,12992257,30541,3.427,6931,0.778,5146941,756924,4390017,5.826,39.615,393957,143383,250574,1.104,3.032,4752984,36.583,6.064,0,0,0
2001,h) [0.8 to 2),131709,149221,2823846,1780982,9067,6.232,1616,1.111,2135531,279165,1856366,15.675,119.908,39147,24798,14349,1.392,2.198,2096384,117.709,4.396,0,0,0
2001,i) 2,539818,546073,2945511,1472756,546073,200.000,0,0.000,2945511,2945511,0,200.000,200.000,0,0,0,0.000,0.000,2945511,200.000,0.000,0,0,0
2002,a) -2,0,0,0,2072896,0,0.000,582299,200.000,0,0,0,0.000,0.000,4145792,4145792,0,200.000,200.000,-4145792,-200.000,0.000,424349,439540,3421879
2002,b) (-2 to -0.8],161316,173653,926383,2248560,1118,0.629,9151,5.151,26996,15945,11051,0.709,1.201,2685192,253403,2431789,11.270,119.418,-2658196,-118.218,2.401,0,0,0
2002,c) (-0.8 to -0.2],748406,901580,12019209,14764456,16606,1.829,29426,3.241,679827,326522,353305,2.212,4.604,6184490,775602,5408888,5.253,41.888,-5504663,-37.283,9.209,0,0,0
2002,d) (-0.2 to -0.01],408996,945271,33915145,35419605,46794,4.940,50853,5.368,2461338,983810,1477528,2.778,6.949,5460013,1126748,4333265,3.181,15.415,-2998675,-8.466,13.898,0,0,0
2002,e) (-0.01 to 0.01),1695073,1825661,12202207,12201757,11307,0.620,8329,0.457,431766,167737,264029,1.375,3.539,436512,115126,321386,0.944,3.577,-4746,-0.039,7.077,0,0,0
2002,f) [0.01 to 0.2),423438,882283,32365573,31090311,59616,6.888,26002,3.004,4417908,1277046,3140862,4.108,14.210,1866933,574480,1292453,1.848,6.005,2550975,8.205,12.010,0,0,0
2002,g) [0.2 to 0.8),777158,926427,14081173,11863267,34604,3.785,10172,1.113,4878052,801240,4076812,6.754,41.119,429615,141422,288193,1.192,3.621,4448437,37.498,7.243,0,0,0
2002,h) [0.8 to 2),141371,155661,2610012,1647973,7223,4.740,660,0.433,1969832,207048,1762784,12.564,119.531,31125,12475,18650,0.757,1.889,1938707,117.642,3.777,0,0,0
2002,i) 2,573830,581957,3686772,1843386,581957,200.000,0,0.000,3686772,3686772,0,200.000,200.000,0,0,0,0.000,0.000,3686772,200.000,0.000,0,0,0
2003,a) -2,0,0,0,1608999,0,0.000,546346,200.000,0,0,0,0.000,0.000,3217998,3217998,0,200.000,200.000,-3217998,-200.000,0.000,416540,428295,2631272
2003,b) (-2 to -0.8],152171,163081,732944,1820456,452,0.271,7644,4.586,12215,5045,7170,0.277,0.671,2202427,234085,1968342,12.859,120.982,-2190212,-120.311,1.342,0,0,0
2003,c) (-0.8 to -0.2],723168,871417,9542377,11736561,13906,1.583,28502,3.244,430865,151563,279302,1.291,3.671,4836879,697327,4139552,5.941,41.212,-4406014,-37.541,7.342,0,0,0
2003,d) (-0.2 to -0.01],402657,864105,30515339,31788004,35378,4.073,44467,5.119,1862644,782128,1080516,2.460,5.860,4409812,964535,3445277,3.034,13.873,-2547168,-8.013,11.719,0,0,0
2003,e) (-0.01 to 0.01),1739736,1918330,14446157,14449414,10439,0.544,9257,0.483,454286,160691,293595,1.112,3.144,457856,144863,312993,1.003,3.169,-3570,-0.025,6.288,0,0,0
2003,f) [0.01 to 0.2),447916,956301,35338503,33974163,47394,5.024,21632,2.293,4275641,1043222,3232419,3.071,12.585,1546552,436137,1110415,1.284,4.552,2729089,8.033,9.104,0,0,0
2003,g) [0.2 to 0.8),773160,914725,15620459,13224600,21422,2.361,6703,0.739,5150655,498386,4652269,3.769,38.948,352934,140748,212186,1.064,2.669,4797721,36.279,5.338,0,0,0
2003,h) [0.8 to 2),157739,171699,3061543,1929151,5508,3.255,584,0.345,2292502,160200,2132302,8.304,118.835,15745,6510,9235,0.337,0.816,2276757,118.019,1.632,0,0,0
2003,i) 2,595958,600041,3213313,1606657,600041,200.000,0,0.000,3213313,3213313,0,200.000,200.000,0,0,0,0.000,0.000,3213313,200.000,0.000,0,0,0
2004,a) -2,0,0,0,1594537,0,0.000,542371,200.000,0,0,0,0.000,0.000,3189074,3189074,0,200.000,200.000,-3189074,-200.000,0.000,414441,426506,2652596
2004,b) (-2 to -0.8],140288,155350,674193,1671236,1826,1.159,6327,4.015,28261,16526,11735,0.989,1.691,2032669,255011,1777658,15.259,121.627,-2004408,-119.936,3.382,0,0,0
2004,c) (-0.8 to -0.2],687876,788806,8286870,10174849,7450,0.940,14861,1.875,303452,153688,149764,1.510,2.982,4104480,572194,3532286,5.624,40.339,-3801028,-37.357,5.965,0,0,0
2004,d) (-0.2 to -0.01],417461,907991,30427448,31657707,37239,4.090,42185,4.633,1600402,595470,1004932,1.881,5.055,4059762,880678,3179084,2.782,12.824,-2459360,-7.769,10.111,0,0,0
2004,e) (-0.01 to 0.01),1813089,2010856,16301478,16310079,8251,0.410,7755,0.386,531322,147627,383695,0.905,3.258,546853,137194,409659,0.841,3.353,-15531,-0.095,6.515,0,0,0
2004,f) [0.01 to 0.2),467272,984725,37148285,35694000,41690,4.281,19901,2.044,4354978,927628,3427350,2.599,12.201,1450102,407881,1042221,1.143,4.063,2904876,8.138,8.125,0,0,0
2004,g) [0.2 to 0.8),782564,929648,15163265,12817410,26879,2.919,9257,1.005,5033577,594079,4439498,4.635,39.271,325150,102245,222905,0.798,2.537,4708427,36.735,5.074,0,0,0
2004,h) [0.8 to 2),157149,166596,2868876,1812601,3057,1.851,230,0.139,2134004,130069,2003935,7.176,117.732,8721,3577,5144,0.197,0.481,2125283,117.250,0.962,0,0,0
2004,i) 2,619855,623592,3283099,1641550,623592,200.000,0,0.000,3283099,3283099,0,200.000,200.000,0,0,0,0.000,0.000,3283099,200.000,0.000,0,0,0
2005,a) -2,0,0,0,1598840,0,0.000,564484,200.000,0,0,0,0.000,0.000,3197679,3197679,0,200.000,200.000,-3197679,-200.000,0.000,430610,441887,2655820
2005,b) (-2 to -0.8],176279,184579,744396,1803030,421,0.225,5322,2.846,20358,17360,2998,0.963,1.129,2155079,108533,2046546,6.019,119.525,-2134721,-118.396,2.258,0,0,0
2005,c) (-0.8 to -0.2],762822,876067,8400303,10299254,8032,0.913,15051,1.711,235231,105021,130210,1.020,2.284,4045603,405221,3640382,3.934,39.281,-3810372,-36.997,4.568,0,0,0
2005,d) (-0.2 to -0.01],421321,889198,29606315,30799220,40654,4.563,44253,4.967,1591040,682725,908315,2.217,5.166,3974788,834138,3140650,2.708,12.905,-2383748,-7.740,10.332,0,0,0
2005,e) (-0.01 to 0.01),1806781,2021481,16225527,16224174,9640,0.477,5751,0.285,461511,160099,301412,0.987,2.845,454431,122372,332059,0.754,2.801,7080,0.044,5.602,0,0,0
2005,f) [0.01 to 0.2),465313,1031257,40045078,38559467,49615,4.877,21639,2.127,4647553,1061140,3586413,2.752,12.053,1676632,424555,1252077,1.101,4.348,2970921,7.705,8.696,0,0,0
2005,g) [0.2 to 0.8),761285,886423,14470647,12244289,19672,2.239,4066,0.463,4755409,551155,4204254,4.501,38.838,290008,81335,208673,0.664,2.369,4465401,36.469,4.737,0,0,0
2005,h) [0.8 to 2),141160,149284,2511330,1583179,2894,1.955,357,0.241,1887594,130055,1757539,8.215,119.228,18535,6214,12321,0.393,1.171,1869059,118.057,2.341,0,0,0
2005,i) 2,632236,638664,3433035,1716518,638664,200.000,0,0.000,3433035,3433035,0,200.000,200.000,0,0,0,0.000,0.000,3433035,200.000,0.000,0,0,0
2006,a) -2,0,0,0,1575671,0,0.000,590663,200.000,0,0,0,0.000,0.000,3151341,3151341,0,200.000,200.000,-3151341,-200.000,0.000,460700,471139,2623146
2006,b) (-2 to -0.8],134213,141359,508652,1256388,804,0.565,2576,1.811,8916,5993,2923,0.477,0.710,1518695,80590,1438105,6.414,120.878,-1509779,-120.168,1.419,0,0,0
2006,c) (-0.8 to -0.2],709266,794880,7374092,9009596,6939,0.871,10804,1.356,228898,116093,112805,1.289,2.541,3506106,278020,3228086,3.086,38.915,-3277208,-36.375,5.081,0,0,0
2006,d) (-0.2 to -0.01],432523,882347,28747971,29896473,37712,4.285,33246,3.777,1569888,673813,896075,2.254,5.251,3867325,711440,3155885,2.380,12.936,-2297437,-7.685,10.502,0,0,0
2006,e) (-0.01 to 0.01),1892276,2128809,17446218,17443904,16685,0.785,8963,0.422,614899,216614,398285,1.242,3.525,607087,150337,456750,0.862,3.480,7812,0.045,6.960,0,0,0
2006,f) [0.01 to 0.2),484078,1126528,42898954,41224946,74337,6.734,28935,2.621,5309717,1482257,3827460,3.596,12.880,1966872,518332,1448540,1.257,4.771,3342845,8.109,9.542,0,0,0
2006,g) [0.2 to 0.8),777372,925370,15894853,13435735,31458,3.448,5236,0.574,5334421,721710,4612711,5.372,39.703,406512,111614,294898,0.831,3.026,4927909,36.678,6.051,0,0,0
2006,h) [0.8 to 2),157942,169750,2937739,1857595,5323,3.182,420,0.251,2192311,157611,2034700,8.485,118.019,22661,11484,11177,0.618,1.220,2169650,116.799,2.440,0,0,0
2006,i) 2,668720,672189,3465455,1732728,672189,200.000,0,0.000,3465455,3465455,0,200.000,200.000,0,0,0,0.000,0.000,3465455,200.000,0.000,0,0,0
2007,a) -2,0,0,0,1701080,0,0.000,599959,200.000,0,0,0,0.000,0.000,3402160,3402160,0,200.000,200.000,-3402160,-200.000,0.000,467465,477325,2799410
2007,b) (-2 to -0.8],166504,175079,713592,1743533,795,0.446,6877,3.861,15079,9065,6014,0.520,0.865,2087951,172565,1915386,9.897,119.754,-2072872,-118.889,1.730,0,0,0
2007,c) (-0.8 to -0.2],763381,908911,9946118,12148626,11702,1.280,22446,2.455,424652,185483,239169,1.527,3.495,4843341,564957,4278384,4.650,39.867,-4418689,-36.372,6.991,0,0,0
2007,d) (-0.2 to -0.01],445522,964915,33221569,34511894,42771,4.423,46852,4.845,2137627,776650,1360977,2.250,6.194,4726560,943737,3782823,2.735,13.695,-2588933,-7.502,12.388,0,0,0
2007,e) (-0.01 to 0.01),1928709,2071179,14089782,14092087,8693,0.420,8210,0.396,447593,120261,327332,0.853,3.176,448109,122644,325465,0.870,3.180,-516,-0.004,6.352,0,0,0
2007,f) [0.01 to 0.2),472486,1092974,41043247,39464594,66149,6.143,33793,3.138,5108884,1169413,3939471,2.963,12.945,1957202,554917,1402285,1.406,4.959,3151682,7.986,9.919,0,0,0
2007,g) [0.2 to 0.8),737539,908035,14953117,12660283,33688,3.760,9541,1.065,4959876,644969,4314907,5.094,39.177,367718,131598,236120,1.039,2.905,4592158,36.272,5.809,0,0,0
2007,h) [0.8 to 2),146469,158615,2548434,1603145,5219,3.341,373,0.239,1914311,180858,1733453,11.281,119.410,13633,4441,9192,0.277,0.850,1900678,118.559,1.701,0,0,0
2007,i) 2,632567,639126,3274024,1637012,639126,200.000,0,0.000,3274024,3274024,0,200.000,200.000,0,0,0,0.000,0.000,3274024,200.000,0.000,0,0,0
2008,a) -2,0,0,0,1717707,0,0.000,639134,200.000,0,0,0,0.000,0.000,3435414,3435414,0,200.000,200.000,-3435414,-200.000,0.000,495808,506425,2861728
2008,b) (-2 to -0.8],171906,180850,631129,1566640,413,0.225,5655,3.082,7953,4174,3779,0.266,0.508,1894505,127437,1767068,8.134,120.928,-1886552,-120.420,1.015,0,0,0
2008,c) (-0.8 to -0.2],771684,882296,9152949,11218649,7881,0.889,16297,1.838,322881,147342,175539,1.313,2.878,4459584,415542,4044042,3.704,39.752,-4136703,-36.873,5.756,0,0,0
2008,d) (-0.2 to -0.01],453892,1082520,33884306,35243452,43729,4.029,49448,4.556,2021137,703496,1317641,1.996,5.735,4743454,893438,3850016,2.535,13.459,-2722317,-7.724,11.470,0,0,0
2008,e) (-0.01 to 0.01),1956129,2146419,15914767,15917965,11407,0.532,7374,0.344,475173,151822,323351,0.954,2.985,479049,101446,377603,0.637,3.009,-3876,-0.024,5.970,0,0,0
2008,f) [0.01 to 0.2),469245,1004731,40648975,39158109,48023,4.832,26082,2.625,4723239,1014509,3708730,2.591,12.062,1746431,482702,1263729,1.233,4.460,2976808,7.602,8.920,0,0,0
2008,g) [0.2 to 0.8),704577,856971,13901883,11785314,23922,2.819,6959,0.820,4597663,537641,4060022,4.562,39.012,352643,127358,225285,1.081,2.992,4245020,36.020,5.984,0,0,0
2008,h) [0.8 to 2),140209,151430,2511433,1566695,5359,3.598,372,0.250,1912531,135523,1777008,8.650,122.074,12493,5993,6500,0.383,0.797,1900038,121.277,1.595,0,0,0
