Date,ACN,ADBE,AMD,AKAM,APH,ADI,AAPL,AMAT,APP,ANET,ADSK,AVGO,CDNS,CDW,CSCO,CTSH,GLW,CRWD,DDOG,DELL,EPAM,FFIV,FICO,FSLR,FTNT,IT,GEN,GDDY,HPE,HPQ,IBM,INTC,INTU,JBL,KEYS,KLAC,LRCX,MCHP,MU,MSFT,MPWR,MSI,NTAP,NVDA,NXPI,ON,ORCL,PLTR,PANW,PTC,QCOM,ROP,CRM,STX,NOW,SWKS,SMCI,SNPS,TEL,TDY,TER,TXN,TRMB,TYL,VRSN,WDC,WDAY,ZBRA
2000-01-01,,16.755619547017993,22.5625,345.5,1.101713180525055,32.37003812432927,0.9118605524589551,26.605318356081437,,,8.4148345198368,,24.625,,37.64849079254011,2.059128659220579,38.532558763708295,,,,,71.0625,15.816348749507313,,,17.5,2.783716364509524,,,12.098984137697698,62.08480648119161,30.28475743942598,39.718177597757446,28.592239232873727,,36.822462334053355,4.244628255631698,5.915813992359143,38.25056709787953,36.299195609939204,,130.33100875882974,45.04355299250127,0.0921662469280285,,,25.089237344388035,,,67.96875,62.26184274267963,16.071551067203117,,,,40.44851506361321,,34.3125,,10.0625,72.08223269252704,36.31996322950465,4.4166669845581055,6.25,181.81106972195767,4.045727153902054,,28.833332061767578
2000-02-01,,26.467673198849546,22.75,275.375,1.1153141280024632,51.45755850605442,0.9001348136608134,34.43039313167446,,,11.84573899916002,,23.375,,45.21070051621602,2.502027369221671,43.23997181595915,,,,,53.375,13.941948890686035,,,15.9375,3.361896563016202,,,14.078355378593544,59.59643564002078,33.08954645680115,32.10552528926305,30.77485949793557,,41.532313144197445,4.430873394012451,7.753073464642775,48.77403859049082,33.65996375450722,,148.1946717460837,77.08844342263329,0.130370114700098,,,30.663213672059953,,,76.71875,46.073779211174035,15.866043344550178,,,,63.222895792625714,,26.375,,10.25,82.44549437775008,52.47145704437325,4.0416669845581055,5.5,218.2788437553074,3.3651369843341623,,31.5
2000-03-01,,28.794842710928727,30.1875,305.9375,1.4179444817073832,58.24297970126135,1.1285687499604724,39.91929638607116,,,13.553092002868652,,23.6875,,53.342134073268234,2.675939130466891,49.434651139606814,,,,,59.5,15.126804948509804,,,22.25,3.683418507583923,,,15.83496575068249,63.89384190990415,41.30332876302122,27.08559481741368,35.26133177873027,,48.31711611478902,4.778529724340085,9.437864512390984,69.85151589862883,35.18995953728171,,156.12239663636217,91.94074979937689,0.2865266885623519,,,36.07438245518289,,,82.1875,50.607229030795956,14.88436489210603,,,,63.02092606393914,,26.25,,28.5,87.45439192725391,61.70957349389791,5.2395830154418945,6.1875,218.27883895822993,5.331282563615001,,31.13888931274414
2000-04-01,,31.750372947278876,44.4375,157.875,1.7409779888130963,50.51566569838125,1.0469515994656058,41.73382051302803,,,11.513331450546215,,20.3125,,50.08955168364041,2.3188388180938673,43.920223441972425,,,,,38.25,12.983689689347909,,,17.0,3.4465071870266755,,,15.90419383146393,63.76929343583306,39.50984850489136,23.720586527948793,33.369732628570745,,51.511895079445566,4.837065811833305,9.239649193061606,69.4244707192258,29.5289553297036,,133.64654632698657,61.540998444351615,0.21083599158363853,,,35.12241027092356,,,49.84375,47.55249624114902,14.433324117509144,,,,46.58398162860137,,24.46875,,20.0,103.17200039950285,52.25890113204054,4.6666669845581055,8.9375,151.57077959685046,4.764126720438175,,25.80555534362793
2000-05-01,,32.52628730973027,46.4375,113.375,1.6933727917065429,49.054799352373394,0.9475098093288921,38.01406782687067,,,9.985736366079635,,18.875,,46.75568665421755,2.4115924779228273,43.86558749983645,,,,,24.125,12.412188679448501,,,14.75,3.071396451287734,,,14.476899340363374,56.60768289255147,37.21915469826911,16.93539194238597,32.49671050947006,,40.70890786939431,4.02290574283656,7.867424142105891,71.01062952609229,22.643977421504275,,104.6113432540704,57.09225029589938,0.22528151006065372,,25.0625,32.81766498399817,,,29.0625,37.357115664724574,14.997828483581543,,,,46.760711535346395,,24.0,,19.0625,106.33853368980941,51.17204782459562,7.7083330154418945,5.75,124.12761588902355,4.348209470154621,,25.77777862548828
2000-06-01,,32.77457287128155,48.5,120.0,1.8089847379372903,61.5106933995297,0.8649544773558759,35.74592066271551,,,10.167293074324325,,21.25,,45.251377038196125,2.2260854340167087,59.2158061572637,,,,,28.875,13.186374504336833,,,14.5,3.2998461920138653,,,14.820971616637848,61.00932357927575,39.85709360772731,19.252273225352123,38.54739761352539,,34.846310085268136,3.916479372843878,7.928413450166861,92.24061015923029,25.149349056184292,,100.11591633959897,67.24095665001721,0.33619162881823533,,26.8125,35.12242543954388,,,29.6875,26.247260487079622,15.396699951916206,,,,52.11345500540226,,26.46875,,19.5,94.4207849307936,55.67642670094261,8.479166984558105,4.4375,169.3033333148902,3.251704944503411,,24.11111068725586
2000-07-01,,35.590542377863386,47.5,132.9375,1.9143961187071072,54.436982918859194,0.9099843832323574,34.29432855445824,,,8.71482302274318,,23.5,,45.37334588605558,1.817969998475289,62.551798519237074,,,,,28.25,14.615791605028443,,,15.25,2.933196858661931,,,17.811182312492974,58.764702591097574,41.917431149143404,20.38314225743799,46.465426355711976,,34.121700564460575,3.4215983647864663,8.820360330994307,95.16887009509502,25.35971844569849,,101.02511726152962,83.83108503910145,0.2953609294953079,,24.6875,32.767559841089415,,,34.21875,22.08350870905299,12.97684126633864,,,,40.600012123037914,,19.0,,21.5625,74.61545235770089,46.08770338427119,10.541666984558105,3.125,164.6590906468467,3.478567683955564,,23.75
2000-08-01,,33.15369428487924,38.25,81.0,1.8327875969420973,63.27916425228119,0.9231187928029555,31.79935368586933,,,7.0319955444335935,,21.375,,45.53597816786914,1.7217379539357638,74.36225140677313,,,,,30.0,14.24057341531275,,,14.375,2.600392464425142,,,15.890295386962498,66.96373251014754,43.09859927309575,26.47878053541721,49.66658117956884,,35.27445785522461,2.7032225178589373,9.163419706724206,91.20350050779939,22.91172149166425,,94.6713373547855,88.5578524271647,0.3151793239358972,,22.0,36.4752202718938,,,35.78125,21.130119060922514,13.809427261352539,,,,42.41792132863325,,18.6875,,20.9375,64.48249719435407,43.93691925163127,7.3125,3.25,168.56445650092317,3.894483183945606,,24.27777862548828
2000-09-01,,40.23144000509511,38.25,76.75,1.870191701095021,63.35604982865901,0.9625197358701827,32.252985195565905,,,7.2744775405658295,,27.625,,45.29202332647677,1.6046360689702992,74.40281121193968,,,,,30.75,13.209670025825169,,,14.75,2.3888639238072282,,,16.53602937621351,67.38195702168123,43.03228145398592,27.306239228499564,52.77074953322894,,35.50500873224145,2.6979008696288296,9.02619024686105,80.95455172269241,22.051100569809037,,94.03592601636699,109.92109716114048,0.3261627235129625,,17.625,37.25180548864697,,,35.0,24.515605725740134,15.249021548111337,,,,41.003992343167646,,19.5625,,30.5625,60.45233488082886,42.46720242751272,7.15625,2.4375,181.01944760678913,3.818862003034975,,24.333332061767578
2000-10-01,,42.27187294595635,26.0,60.0,1.8565902572145274,57.39716858863831,0.4015194256849629,22.11438476338106,,,6.183305853824778,,27.5,,38.664911456008525,1.5211583375930786,70.24503311456418,,,,,17.5,12.244414470524005,,,12.375,2.1434906354013052,,,13.074213462191867,59.73556705217628,26.721934848361546,27.251080952486213,46.56242913771564,,22.067130118773736,2.038059490890397,7.204182081511062,46.85236342176259,21.45822122785011,,75.86213745289912,113.25768429090996,0.32950565633532003,,12.9375,32.91786542805759,,,32.34375,27.083908619341706,14.929119110107422,,,,34.08583907124391,,20.4375,,29.0625,34.54419479370117,31.90841219227785,3.9583330154418945,2.625,175.53081570972097,4.121346285047706,,21.333332061767578
